Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,,
397,20,RL,[43-63],[1-23917],Pave,NA,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1970,1970,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,Rec,[757-1008],Unf,0,[1-260],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1980,RFn,2,[454-604],TA,TA,Y,[165-246],0,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,C2,123000,
1393,85,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1960,1960,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,[757-1008],Unf,0,[1-260],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1960,RFn,1,[152-302],TA,TA,Y,[165-246],[119-177],0,0,0,0,NA,MnWw,NA,0,12,2006,WD,Normal,C2,123000,
90,20,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1990,1990,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,[505-756],Unf,0,[261-520],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],0,0,[521-1040],1,0,1,0,3,1,TA,5,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,C2,123600,
465,20,RL,[43-63],[1-23917],Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,[1-154],TA,TA,CBlock,Gd,TA,No,Rec,[505-756],Unf,0,[261-520],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,2,0,3,1,TA,5,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,C2,124000,
631,70,RM,[43-63],[1-23917],Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1990,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,[521-780],[357-712],GasA,TA,Y,FuseA,[1078-1436],[607-808],0,[1561-2080],0,0,1,0,3,1,Ex,8,Typ,0,NA,Detchd,1930,Unf,1,[152-302],Fa,Po,N,0,0,[260-296],0,0,0,NA,MnPrv,NA,0,6,2006,WD,Abnorml,C2,124000,
957,160,RM,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,[253-504],Unf,0,[261-520],[357-712],GasA,TA,Y,SBrkr,[360-718],[607-808],0,[1041-1560],0,0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980,Fin,2,[454-604],TA,TA,Y,[83-164],0,0,0,0,0,NA,GdPrv,NA,0,5,2009,WD,Normal,C2,124000,
1392,90,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1960,1960,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,[1561-1820],[1425-1780],GasA,TA,Y,SBrkr,[1437-1795],0,0,[1561-2080],0,0,2,0,4,2,TA,8,Mod,0,NA,Detchd,1960,Unf,3,[756-906],TA,TA,Y,0,[119-177],0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,C3,124000,
1419,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,[1-252],Rec,[757-882],[1-260],[1069-1424],GasA,TA,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1960,Unf,1,[303-453],TA,TA,Y,0,[60-118],0,0,0,0,NA,NA,NA,0,8,2008,COD,Normal,C3,124000,
506,90,RM,[43-63],[1-23917],Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,[309-462],TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,[781-1040],[713-1068],GasA,Gd,Y,SBrkr,[719-1077],[809-1010],0,[1561-2080],0,0,2,0,4,2,TA,10,Typ,0,NA,Detchd,1950,Unf,2,[303-453],TA,TA,N,0,0,0,0,0,0,NA,NA,NA,0,7,2009,COD,Normal,C3,124500,
723,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,[1-252],Unf,0,[521-780],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1990,Unf,2,[454-604],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,C3,124500,
60,20,RL,[43-63],[1-23917],Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,[505-756],Unf,0,[1-260],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1970,Unf,1,[303-453],TA,TA,Y,[165-246],0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,C3,124900,
145,90,RM,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1960,1960,Gable,CompShg,HdBoard,HdBoard,BrkFace,[309-462],TA,TA,CBlock,TA,TA,No,Rec,[1261-1512],Unf,0,[261-520],[1425-1780],GasA,TA,Y,SBrkr,[1437-1795],0,0,[1561-2080],1,0,2,0,6,2,TA,10,Typ,0,NA,Detchd,1960,Unf,2,[454-604],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2006,ConLI,Abnorml,C3,125000,
388,80,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1970,1970,Hip,CompShg,MetalSd,MetalSd,BrkFace,[155-308],TA,TA,CBlock,TA,TA,Av,ALQ,[505-756],Unf,0,[261-520],[713-1068],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1970,Unf,1,[303-453],TA,TA,Y,[247-328],0,0,0,0,0,NA,GdWo,NA,0,10,2009,WD,Abnorml,C3,125000,
905,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,[1-154],TA,TA,CBlock,TA,TA,No,GLQ,[505-756],Unf,0,[261-520],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1960,Unf,1,[152-302],TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2007,WD,Normal,C3,125500,
1386,50,RM,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1920,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,[505-756],Unf,0,[1-260],[713-1068],GasA,Gd,Y,SBrkr,[719-1077],[203-404],0,[1041-1560],1,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1920,Unf,1,[152-302],TA,TA,N,0,[60-118],0,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Normal,C3,125500,
419,50,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,[253-504],Unf,0,[261-520],[713-1068],GasA,Fa,N,FuseF,[719-1077],[203-404],0,[1041-1560],1,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1940,Unf,1,[152-302],TA,TA,P,0,0,0,0,0,0,NA,NA,NA,0,4,2007,WD,AdjLand,C3,126000,
985,90,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,[1078-1436],[405-606],0,[1561-2080],0,0,2,0,4,2,Gd,8,Typ,0,NA,Attchd,1970,Unf,2,[454-604],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,COD,Normal,C3,126000,
1080,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1990,1990,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,[253-504],Unf,0,[261-520],[713-1068],GasA,Gd,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1990,Unf,1,[152-302],TA,TA,Y,0,[60-118],0,0,0,0,NA,NA,NA,0,4,2007,WD,Normal,C3,126000,
324,20,RM,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,[253-504],Unf,0,[781-1040],[1069-1424],GasA,Ex,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,[152-302],Fa,TA,Y,[83-164],[60-118],0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,C3,126175,
84,20,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,[1-154],TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,[1041-1300],[713-1068],GasA,Gd,Y,SBrkr,[719-1077],0,0,[1041-1560],0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,[454-604],TA,TA,Y,[1-82],0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,C3,126500,
50,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1960,1960,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,[757-1008],Unf,0,[1-260],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],0,0,[521-1040],1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1960,Unf,1,[303-453],TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,C3,127000,
78,50,RM,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,[253-504],GLQ,[1-126],[261-520],[357-712],GasA,TA,Y,SBrkr,[719-1077],[203-404],0,[1041-1560],1,0,1,0,2,1,TA,6,Min1,0,NA,Detchd,1940,Unf,1,[152-302],TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,C3,127000,
1097,70,RM,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1910,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,[521-780],[357-712],GasA,TA,Y,SBrkr,[719-1077],[405-606],0,[1041-1560],0,0,1,1,3,1,Gd,7,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,[83-164],0,[112-148],0,0,0,NA,NA,NA,0,3,2007,WD,Normal,C3,127000,
1368,160,RM,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,TA,TA,No,ALQ,[505-756],Rec,[127-252],[1-260],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[405-606],0,[1041-1560],0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1970,RFn,1,[303-453],TA,TA,Y,[83-164],[1-59],0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,C3,127000,
166,190,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,[253-504],Rec,[127-252],[1-260],[357-712],GasA,Gd,Y,SBrkr,[719-1077],[405-606],0,[1041-1560],1,0,2,0,4,2,TA,6,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,[83-164],0,0,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,C3,127500,
761,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,[505-756],Unf,0,[1-260],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2000,Unf,1,[152-302],Ex,Ex,Y,0,0,0,0,0,0,NA,NA,Shed,[1-1723],10,2009,WD,Normal,C3,127500,
955,90,RL,[22-42],[1-23917],Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1970,1970,Flat,Tar&Grv,WdShing,Plywood,BrkFace,[155-308],TA,TA,CBlock,Gd,Gd,Gd,GLQ,[757-1008],Unf,0,0,[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],0,2,2,0,4,0,TA,4,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD,AdjLand,C3,127500,
1422,120,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,[253-504],Unf,0,[521-780],[1069-1424],GasA,TA,Y,SBrkr,[719-1077],0,0,[1041-1560],0,0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,1970,RFn,2,[303-453],TA,TA,Y,0,[1-59],0,0,[139-184],0,NA,NA,NA,0,7,2010,WD,Normal,C3,127500,
127,120,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,[1-252],Unf,0,[781-1040],[1069-1424],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1970,RFn,2,[303-453],TA,TA,Y,0,[178-236],0,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,C3,128000,
532,70,RM,[43-63],[1-23917],Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,0,[521-780],[357-712],GasA,Ex,Y,SBrkr,[719-1077],[607-808],0,[1041-1560],0,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,1920,Fin,2,[454-604],TA,Fa,Y,0,0,[75-111],0,0,0,NA,NA,NA,0,6,2008,WD,Normal,C3,128000,
566,70,RL,[64-84],[1-23917],Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[781-1040],[713-1068],GasA,TA,N,FuseF,[719-1077],[607-808],0,[1561-2080],1,0,1,1,4,1,Fa,6,Typ,0,NA,Detchd,1920,Unf,1,[152-302],TA,TA,Y,0,[60-118],[112-148],0,0,0,NA,NA,NA,0,5,2010,WD,Normal,C3,128000,
785,75,RM,[22-42],[1-23917],Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1910,2000,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,[521-780],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[607-808],0,[1041-1560],0,0,2,0,3,1,TA,9,Typ,1,Gd,NA,0,NA,0,0,NA,NA,Y,0,[237-295],[112-148],0,0,0,NA,NA,NA,0,6,2008,WD,Normal,C3,128000,
906,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,HdBoard,HdBoard,Stone,[1-154],TA,TA,CBlock,TA,TA,No,Rec,[253-504],LwQ,[253-378],[261-520],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[1041-1560],1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1950,RFn,1,[152-302],TA,TA,Y,0,0,[149-185],0,0,0,NA,MnPrv,NA,0,2,2010,WD,Normal,C3,128000,
171,50,RM,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,[253-504],Unf,0,[261-520],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,528,[1041-1560],0,0,1,1,2,1,TA,7,Typ,0,NA,Detchd,1990,Unf,2,[605-755],TA,TA,Y,[165-246],0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,C3,128500,
680,20,RL,0,[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,[1-154],TA,TA,CBlock,TA,TA,No,Rec,[757-1008],Unf,0,[1-260],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1960,Unf,2,[454-604],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,C3,128500,
720,20,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,[505-756],Unf,0,[261-520],[713-1068],GasA,TA,Y,SBrkr,[719-1077],0,0,[521-1040],0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1960,Unf,1,[152-302],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,C3,128500,
1262,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,[253-504],Unf,0,[521-780],[713-1068],GasA,Gd,Y,SBrkr,[719-1077],0,0,[1041-1560],0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1950,Unf,1,[303-453],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,C3,128900,
100,20,RL,[64-84],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,[505-756],Unf,0,[261-520],[713-1068],GasA,Fa,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,1,3,1,TA,6,Typ,0,NA,NA,0,NA,0,0,NA,NA,Y,[329-410],0,0,0,0,0,NA,NA,Shed,[1-1723],1,2010,WD,Normal,C3,128950,
714,190,RL,[43-63],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,[155-308],TA,TA,CBlock,TA,TA,Av,ALQ,[757-1008],Unf,0,[1-260],[713-1068],GasW,TA,N,SBrkr,[719-1077],0,0,[521-1040],1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,[454-604],TA,TA,Y,0,[237-295],0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,C3,129000,
868,20,RL,[85-105],[1-23917],Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,[757-1008],Unf,0,[1-260],[713-1068],GasA,TA,Y,SBrkr,[1078-1436],0,0,[1041-1560],1,0,1,1,3,1,Fa,5,Typ,0,NA,Attchd,1960,RFn,2,[454-604],TA,TA,Y,[165-246],0,0,0,0,0,NA,NA,Shed,[1-1723],5,2007,WD,Normal,C3,129000,
1446,85,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1960,1960,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,Gd,LwQ,[1-252],Rec,[505-630],0,[713-1068],GasA,Gd,Y,SBrkr,[719-1077],0,0,[521-1040],1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1990,Unf,1,[152-302],TA,TA,Y,0,0,[223-259],0,0,0,NA,NA,NA,0,5,2007,WD,Normal,C3,129000,
11,20,RL,[64-84],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,[757-1008],Unf,0,[1-260],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],0,0,[521-1040],1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1960,Unf,1,[303-453],TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,2,2008,WD,Normal,C3,129500,
1249,75,RM,[43-63],[1-23917],Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,[253-504],Unf,0,[261-520],[713-1068],OthW,Fa,N,SBrkr,[1078-1436],[809-1010],0,[1561-2080],0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950,Unf,2,[303-453],Fa,Fa,P,0,0,[223-259],0,0,0,NA,NA,NA,0,4,2008,WD,Normal,C3,129500,
146,160,RM,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[1-154],Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[781-1040],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[607-808],0,[1561-2080],0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2000,Unf,2,[303-453],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,C3,130000,
194,160,RM,[22-42],[1-23917],Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Stone,[1-154],Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,[781-1040],[713-1068],GasA,Ex,Y,SBrkr,[719-1077],[607-808],0,[1561-2080],0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2000,Unf,2,[303-453],TA,TA,Y,0,[1-59],0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,C3,130000,
359,80,RL,[85-105],[1-23917],Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1950,1950,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,[1-154],TA,TA,CBlock,TA,TA,Av,BLQ,[253-504],Rec,[253-378],[261-520],[713-1068],GasA,Ex,Y,FuseF,[1078-1436],0,0,[1041-1560],0,1,1,0,3,1,Gd,6,Min2,0,NA,BuiltIn,1950,Unf,1,[152-302],TA,TA,Y,[165-246],0,[260-296],0,0,0,NA,NA,NA,0,7,2006,WD,Abnorml,C3,130000,
